股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
1477,聚陽,2.42,1763000.0,聚陽,2.59,1951000.0,-188000.0,減碼
2308,台達電,4.75,332000.0,台達電,4.91,340000.0,-8000.0,減碼
2317,鴻海,2.4,1310000.0,鴻海,2.35,1342000.0,-32000.0,減碼
2357,華碩,4.02,721000.0,華碩,3.69,739000.0,-18000.0,減碼
2360,致茂,2.36,161000.0,致茂,2.54,165000.0,-4000.0,減碼
2382,廣達,2.74,1129000.0,廣達,2.57,1157000.0,-28000.0,減碼
2383,台光電,2.74,93000.0,台光電,2.88,95000.0,-2000.0,減碼
2618,長榮航,2.35,10383000.0,長榮航,2.4,10641000.0,-258000.0,減碼
