股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.97,1761000.0
3037,欣興,5.86,2902000.0
2383,台光電,5.34,536000.0
2345,智邦,4.86,1012000.0
6223,旺矽,3.95,339000.0
6669,緯穎,3.9,400000.0
8996,高力,3.61,1674000.0
2454,聯發科,3.58,412000.0
3443,創意,3.26,360000.0
3105,穩懋,3.16,3033000.0
