股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.3511,1406000
2383,台光電,7.2103,563000
2059,川湖科技,5.7151,293000
2345,智邦科技,5.6853,977000
3017,奇鋐科技,5.6527,1009000
8996,高力熱處理工業,5.1844,1630000
6223,旺矽科技,5.0745,326000
3665,貿聯-KY,4.3722,955000
3037,欣興,4.3606,2097000
3008,大立光,3.9975,420000
2454,聯發科技,3.9082,406000
6584,南俊國際,3.6394,2231000
2327,國巨*,3.3621,1566000
3443,創意,3.2972,311000
6187,萬潤,2.8074,1220000
2303,聯電,2.7493,7000000
3711,日月光投資控股,2.4532,1629000
8299,群聯電子,2.2946,445000
6515,穎崴科技,2.2279,120000
2455,全新,2.2222,2753000
3661,世芯-KY,2.1059,215000
8021,尖點,1.8735,1501000
6182,合晶,1.7349,4500000
7751,竑騰,1.2728,372000
6488,環球晶,1.1677,394000
3583,辛耘,1.0706,566000
3189,景碩科技,0.8004,440013
6139,亞翔,0.5216,250000
3363,上詮,0.4626,300000
2337,旺宏,0.4481,1343000
7734,印能科技,0.3771,56000
6805,富世達,0.3663,109000
5289,宜鼎國際,0.3577,98000
3260,威剛科技,0.3485,358000
3264,欣銓科技,0.0402,72000
3491,昇達科,0.003,1000
