股票代號,股票名稱,權重(%),持有股數
3017,奇鋐科技,8.2959,1001000
2330,台積電,6.6334,1116000
3665,貿聯-KY,6.1995,1161000
2059,川湖科技,6.1891,205000
3037,欣興,5.8831,2482000
8996,高力熱處理工業,5.632,1630000
2383,台光電,5.4941,465000
2345,智邦科技,4.9482,1104000
3008,大立光,4.5521,293000
6223,旺矽科技,3.7557,268000
1815,富喬工業,3.2976,11420868
3231,緯創資通,3.2647,7245000
1303,南亞,3.1312,5445000
6584,南俊國際,3.1049,2231000
8021,尖點,2.9809,2682000
3443,創意,2.8332,164000
8046,南電,2.5728,968000
2455,全新,2.2838,1700000
6669,緯穎科技服務,2.2217,429675
3189,景碩科技,1.6967,844013
2454,聯發科技,1.6501,145000
4958,臻鼎-KY,1.1428,1000000
6515,穎崴科技,0.7929,51000
5274,信驊科技,0.5127,11000
3026,禾伸堂,0.5026,261000
6213,聯茂,0.4551,373000
2357,華碩,0.4546,196000
2301,光寶科技,0.449,659000
8150,南茂科技,0.4444,1957000
6139,亞翔,0.4427,250000
3653,健策,0.4405,33000
3081,聯亞,0.4384,63000
2376,技嘉,0.4369,508000
2404,漢唐,0.4213,155000
2360,致茂電子,0.4205,76000
6187,萬潤,0.4047,134000
3711,日月光投資控股,0.3853,250000
6274,台燿,0.374,113000
5289,宜鼎國際,0.3175,99952
5347,世界先進,0.2614,629000
