股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,10.26,11657000.0
2383,台光電,8.47,4723000.0
2345,智邦,6.07,6231000.0
2454,聯發科,5.4,4263000.0
2308,台達電,5.3,6572000.0
6223,旺矽,4.97,2169000.0
3017,奇鋐,4.7,4925000.0
6669,緯穎,4.56,2294000.0
8046,南電,3.87,12658000.0
3665,貿聯-KY,3.83,4703848.0
