股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2345,智邦,4.11,857000.0,智邦,4.21,880000.0,-23000.0,減碼
2360,0,0.0,0.0,致茂,3.57,851000.0,-851000.0,減碼
2383,台光電,4.04,444000.0,台光電,4.99,572000.0,-128000.0,減碼
2454,聯發科,3.6,569000.0,聯發科,3.74,573000.0,-4000.0,減碼
5536,聖暉*,6.92,3654000.0,聖暉*,6.81,3602000.0,52000.0,加碼
6139,亞翔,3.65,2463000.0,0,0.0,0.0,2463000.0,加碼
6669,緯穎,4.42,451000.0,緯穎,5.01,513000.0,-62000.0,減碼
