股票代號,股票名稱,權重(%),持有股數
2330,台積電,5.06,265000
2383,台光電,4.49,99000
2886,兆豐金,3.99,10357000
3711,日月光投資控股,3.5,712000
2059,川湖科技,3.43,36000
2454,聯發科技,3.4,107000
2308,台達電,3.35,237000
2892,第一金融控股,3.27,12465000
2880,華南金控,2.96,8658800
3653,健策,2.65,75000
7769,鴻勁精密,2.61,51000
2408,南亞科技,1.86,487000
3081,聯亞,1.82,84700
2345,智邦科技,1.8,103000
6223,旺矽科技,1.77,34000
2368,金像電,1.73,219000
6805,富世達,1.67,115000
2887,台新新光金,1.66,5894360
2357,華碩,1.63,242000
6669,緯穎科技服務,1.62,34000
6515,穎崴科技,1.59,28000
2885,元大金,1.59,2926000
3706,神達投資控股,1.54,2114000
9941,裕融企業,1.54,2270000
2395,研華,1.36,251000
3037,欣興,1.29,163000
3017,奇鋐科技,1.29,56000
5534,長虹建設,1.28,2069000
2890,永豐金融,1.27,4017780
6121,新 普,1.25,366000
5274,信驊科技,1.24,9000
3702,大聯大,1.21,1245000
2441,超豐,1.21,1219000
2393,億光電子工業,1.21,2419000
2360,致茂電子,1.21,70000
2727,王品餐飲,1.2,647000
3026,禾伸堂,1.15,213000
5904,寶雅國際,1.15,1770000
2382,廣達電腦,1.14,443500
3665,貿聯-KY,1.11,65000
5439,高技,1.09,560000
6274,台燿,1.08,85000
2451,創見,1.06,457000
3293,鈊象電子,1.01,164000
4904,遠傳電信,0.98,1226000
4746,台耀化學,0.97,2276000
9939,宏全國際,0.94,886000
2884,玉山金融控股,0.93,3184000
6435,大中,0.9,437000
8210,勤誠興業,0.89,112000
9945,潤泰創新國際,0.85,3964000
6138,茂達電子,0.85,368000
5434,崇越,0.83,198000
9958,世紀鋼鐵結構,0.75,886000
3227,原相,0.74,460000
4551,智伸科,0.54,398000
3090,日電貿,0.49,363000
6782,視陽,0.36,222000
2618,長榮航,0.32,956000
9938,台灣百和工業,0.09,269000
