股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.58,515000.0
2308,台達電,4.61,326000.0
2383,台光電,3.26,107000.0
2357,華碩,2.92,700000.0
2317,鴻海,2.73,1700000.0
1477,聚陽,2.68,1886000.0
7769,鴻勁,2.68,72000.0
6669,緯穎,2.57,77000.0
2382,廣達,2.45,1119000.0
2345,智邦,2.43,159000.0
