股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.5449,1794000
2454,聯發科技,6.7956,872000
6669,緯穎科技服務,6.5897,510000
6139,亞翔,6.249,4025000
2059,川湖科技,5.2851,185000
2383,台光電,3.8971,327000
2360,致茂電子,3.5965,837000
5536,聖暉*,3.5689,2017000
3105,穩懋,3.543,4809000
2345,智邦科技,3.5188,817000
6223,旺矽科技,3.2698,307000
4958,臻鼎-KY,2.9436,3178000
3008,大立光,2.7897,248000
3017,奇鋐科技,2.6158,417000
3491,昇達科,2.4828,1000000
6531,愛普科技,2.4429,1440000
6488,環球晶,2.2593,1134000
2303,聯電,2.1324,9109000
3264,欣銓科技,2.0006,4780000
2377,微星,1.6859,5678000
3583,辛耘,1.657,1158000
6274,台燿,1.3681,450000
5274,信驊科技,1.216,37900
3711,日月光投資控股,1.2108,1016000
2467,志聖,1.1086,1000000
2376,技嘉,1.0206,1445000
3265,台星科股份有限公司,0.9936,2716000
2301,光寶科技,0.9745,1758000
2395,研華,0.9677,688000
6214,精誠,0.9544,2638000
3231,緯創資通,0.9247,2507000
2455,全新,0.892,1110000
5483,中美晶,0.8886,2484000
8996,高力熱處理工業,0.8787,382000
8070,長華*,0.698,6753000
6257,矽格,0.6627,1639000
8016,矽創,0.4631,772000
3529,力旺電子,0.426,93000
3702,大聯大,0.4166,1930000
7769,鴻勁精密,0.4049,31000
6239,力成科技,0.3777,710000
2316,楠梓電,0.3722,1181000
6831,邁科科技,0.3642,300000
3036,文曄,0.334,818000
6278,台表科,0.2956,836000
2351,順德,0.2954,788000
2885,元大金,0.2804,2213556
2327,國巨*,0.2755,236000
2472,立隆電子工業,0.2456,518000
5425,台半,0.2377,1278000
2428,興勤電子工業,0.2349,452000
6672,騰輝電子-KY,0.2337,406000
6213,聯茂,0.2334,238000
2476,鉅祥,0.232,962000
3617,碩天,0.2302,442000
6196,帆宣,0.229,226000
2478,大毅,0.1954,717000
3090,日電貿,0.1913,532000
6446,藥華醫藥,0.1191,42000
2451,創見,0.1008,177000
1785,光洋科,0.0593,290000
6177,達麗,0.019,194350
3443,創意,0.0107,1000
8046,南電,0.0023,1000
4441,振大環球,0.0015,4000
1519,華城電機,0.0009,660
8358,金居,0.0008,1000
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0,1000
2881,富邦金融控股,0.0,250
