股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.85,303000.0
2308,台達電,4.26,192000.0
2383,台光電,3.13,63000.0
2357,華碩,2.6,412000.0
2317,鴻海,2.53,1001000.0
7769,鴻勁,2.41,42000.0
1477,聚陽,2.37,1111000.0
2345,智邦,2.35,94000.0
2382,廣達,2.29,659000.0
6669,緯穎,2.25,45000.0
