股票代號,股票名稱,權重(%),持有股數
2330,台積電,9.3946,1406000
2383,台光電,7.3616,563000
3017,奇鋐科技,6.4067,1002000
2059,川湖科技,6.3394,293000
2345,智邦科技,6.3327,1080000
3665,貿聯-KY,5.5274,955000
6223,旺矽科技,4.7418,326000
3008,大立光,4.7281,420000
3037,欣興,4.5498,2097000
2454,聯發科技,3.98,406000
8996,高力熱處理工業,3.8428,1630000
6187,萬潤,3.1239,1220000
6584,南俊國際,2.7549,2231000
3231,緯創資通,2.7452,5662000
3711,日月光投資控股,2.4928,1629000
8021,尖點,2.2281,2501000
2455,全新,2.2149,2753000
3443,創意,2.2123,211000
3661,世芯-KY,1.8144,215000
8299,群聯電子,1.658,366000
6669,緯穎科技服務,1.1433,77000
3026,禾伸堂,1.0635,821000
7751,竑騰,1.0521,310000
6488,環球晶,0.9288,394000
3189,景碩科技,0.7706,440013
6515,穎崴科技,0.6732,42000
7734,印能科技,0.5201,56000
6139,亞翔,0.4871,250000
3260,威剛科技,0.4106,358000
6805,富世達,0.4062,109000
2337,旺宏,0.3735,1343000
5289,宜鼎國際,0.3504,98000
3363,上詮,0.2648,200000
3583,辛耘,0.2646,147000
3264,欣銓科技,0.0351,72000
3491,昇達科,0.0027,1000
