股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.71,1937000.0
5536,聖暉*,7.34,3754000.0
2454,聯發科,7.26,862000.0
6139,亞翔,4.03,2774000.0
3105,穩懋,3.95,4143000.0
2360,致茂,3.88,823000.0
2345,智邦,3.85,804000.0
3491,昇達科,3.62,967000.0
6223,旺矽,3.36,307000.0
6669,緯穎,3.07,296000.0
