股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.28,1937000.0
5536,聖暉*,6.81,3872000.0
2454,聯發科,6.51,890000.0
3105,穩懋,4.15,4118000.0
6139,亞翔,4.03,2763000.0
3264,欣銓,3.93,9348000.0
2345,智邦,3.89,831000.0
2360,致茂,3.66,851000.0
6223,旺矽,3.64,318000.0
3491,昇達科,3.59,980000.0
