股票代號,股票名稱,權重(%),持有股數
2059,川湖科技,8.5242,260000
3017,奇鋐科技,7.6438,1001000
2330,台積電,7.196,1306000
3037,欣興,6.6959,2482000
2383,台光電,5.8471,465000
3665,貿聯-KY,5.4547,1161000
3008,大立光,5.4227,343000
2345,智邦科技,5.1319,1074000
8996,高力熱處理工業,4.8819,1630000
6584,南俊國際,3.1624,2231000
6223,旺矽科技,3.1187,268000
3231,緯創資通,2.9732,7245000
1815,富喬工業,2.8971,10877000
1303,南亞,2.8321,5445000
2455,全新,2.7253,2753000
8021,尖點,2.5906,2682000
2308,台達電,2.5575,632000
2454,聯發科技,2.3505,266000
3443,創意,2.2197,164000
3661,世芯-KY,1.9023,215000
3189,景碩科技,1.7637,844013
6669,緯穎科技服務,1.1997,77000
4958,臻鼎-KY,1.0905,1000000
3711,日月光投資控股,0.9903,716000
8046,南電,0.8882,300000
3081,聯亞,0.4854,63000
6213,聯茂,0.4801,373000
2301,光寶科技,0.4535,659000
6139,亞翔,0.4481,250000
6187,萬潤,0.438,134000
2357,華碩,0.4337,196000
3653,健策,0.4259,33000
8150,南茂科技,0.404,1957000
3026,禾伸堂,0.4027,261000
2376,技嘉,0.4006,508000
5274,信驊科技,0.3849,11000
2404,漢唐,0.3809,155000
6274,台燿,0.3733,113000
2360,致茂電子,0.3457,76000
5289,宜鼎國際,0.3404,99952
5347,世界先進,0.2171,629000
