股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.896,1406000
2383,台光電,7.1391,563000
2345,智邦科技,6.2946,1080000
2059,川湖科技,6.1346,293000
3017,奇鋐科技,6.103,1002000
6223,旺矽科技,5.0282,326000
3665,貿聯-KY,5.0144,955000
3037,欣興,4.5419,2097000
3008,大立光,4.3941,420000
8996,高力熱處理工業,4.2066,1630000
2454,聯發科技,3.9118,406000
2327,國巨*,3.6341,2066000
6187,萬潤,3.1965,1220000
6584,南俊國際,3.1687,2231000
3711,日月光投資控股,2.7071,1629000
2303,聯電,2.4717,7000000
3443,創意,2.2795,211000
8299,群聯電子,2.1671,445000
2455,全新,2.1321,2753000
3661,世芯-KY,1.9699,215000
6515,穎崴科技,1.7297,99000
3026,禾伸堂,1.6275,909000
8021,尖點,1.4994,1501000
6488,環球晶,1.2464,394000
7751,竑騰,0.9851,318000
3189,景碩科技,0.8617,440013
6139,亞翔,0.5349,250000
7734,印能科技,0.4579,56000
2337,旺宏,0.4336,1343000
3363,上詮,0.4119,300000
6805,富世達,0.4049,109000
3260,威剛科技,0.3463,358000
5289,宜鼎國際,0.3344,98000
3583,辛耘,0.2894,147000
3264,欣銓科技,0.0396,72000
3491,昇達科,0.0031,1000
