股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.67,1937000.0
2454,聯發科,7.33,862000.0
5536,聖暉*,7.04,3754000.0
6139,亞翔,3.97,2774000.0
3105,穩懋,3.89,3983000.0
3491,昇達科,3.76,967000.0
2360,致茂,3.74,823000.0
2345,智邦,3.67,804000.0
6223,旺矽,3.18,307000.0
6147,頎邦,3.13,5916000.0
