股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.03,1761000.0
2383,台光電,5.02,536000.0
3037,欣興,4.91,2902000.0
6669,緯穎,4.7,465000.0
2345,智邦,4.53,916000.0
6223,旺矽,4.02,339000.0
8996,高力,3.63,1689000.0
8299,群聯,3.62,711000.0
3661,世芯-KY,3.6,393000.0
3443,創意,3.32,360000.0
