股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.28,557000.0
2308,台達電,4.42,347000.0
2383,台光電,3.37,116000.0
7769,鴻勁,3.2,73000.0
2357,華碩,2.96,758000.0
1477,聚陽,2.75,2041000.0
6669,緯穎,2.73,83000.0
2317,鴻海,2.72,1839000.0
2382,廣達,2.43,1211000.0
2345,智邦,2.42,169000.0
