股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.99,484000.0
2308,台達電,4.75,332000.0
2357,華碩,4.02,721000.0
2382,廣達,2.74,1129000.0
2383,台光電,2.74,93000.0
1477,聚陽,2.42,1763000.0
2317,鴻海,2.4,1310000.0
2385,群光,2.39,2740000.0
2360,致茂,2.36,161000.0
2618,長榮航,2.35,10383000.0
