股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
2886,兆豐金,4985000,8326000,3341000,2.0,3.26,1.26,增加
2892,第一金融控股,5556000,9596000,4040000,1.56,2.65,1.09,增加
2880,華南金控,4114800,6773800,2659000,1.41,2.33,0.92,增加
3706,神達投資控股,1633000,2114000,481000,1.18,1.53,0.35,增加
9941,裕融企業,1967000,2169000,202000,1.27,1.38,0.11,增加
2441,超豐,941000,1219000,278000,0.87,1.17,0.3,增加
2383,台光電,99000,99000,0,4.07,4.09,0.02,權重增加
2308,台達電,237000,237000,0,3.07,3.1,0.03,權重增加
2368,金像電,280000,280000,0,2.06,2.15,0.09,權重增加
3081,聯亞,100700,100700,0,1.7,1.86,0.16,權重增加
6669,緯穎科技服務,34000,34000,0,1.65,1.66,0.01,權重增加
5274,信驊科技,11000,11000,0,1.38,1.44,0.06,權重增加
6805,富世達,105000,105000,0,1.32,1.44,0.12,權重增加
2360,致茂電子,88000,88000,0,1.3,1.35,0.05,權重增加
6274,台燿,109000,109000,0,1.26,1.3,0.04,權重增加
3017,奇鋐科技,56000,56000,0,1.2,1.28,0.08,權重增加
2393,億光電子工業,2419000,2419000,0,1.15,1.16,0.01,權重增加
6121,新 普,366000,366000,0,1.07,1.09,0.02,權重增加
8210,勤誠興業,112000,112000,0,1.03,1.08,0.05,權重增加
2451,創見,457000,457000,0,1.01,1.04,0.03,權重增加
5439,高技,560000,560000,0,0.99,1.03,0.04,權重增加
3026,禾伸堂,213000,213000,0,0.91,0.98,0.07,權重增加
9939,宏全國際,886000,886000,0,0.93,0.98,0.05,權重增加
6435,大中,437000,437000,0,0.87,0.88,0.01,權重增加
9958,世紀鋼鐵結構,886000,886000,0,0.74,0.76,0.02,權重增加
4551,智伸科,398000,398000,0,0.52,0.53,0.01,權重增加
3090,日電貿,363000,363000,0,0.42,0.44,0.02,權重增加
6782,視陽,277000,277000,0,0.43,0.44,0.01,權重增加
2454,聯發科技,129000,129000,0,4.04,3.94,-0.1,權重減少
3711,日月光投資控股,712000,712000,0,3.31,3.3,-0.01,權重減少
6515,穎崴科技,36000,36000,0,1.94,1.9,-0.04,權重減少
2887,台新新光金,5894360,5894360,0,1.65,1.58,-0.07,權重減少
2357,華碩,242000,242000,0,1.59,1.54,-0.05,權重減少
2885,元大金,2926000,2926000,0,1.59,1.53,-0.06,權重減少
5534,長虹建設,2069000,2069000,0,1.27,1.25,-0.02,權重減少
2395,研華,251000,251000,0,1.25,1.22,-0.03,權重減少
2890,永豐金融,4017780,4017780,0,1.25,1.21,-0.04,權重減少
2727,王品餐飲,647000,647000,0,1.14,1.13,-0.01,權重減少
3702,大聯大,1079000,1079000,0,1.09,1.06,-0.03,權重減少
2382,廣達電腦,443500,443500,0,1.06,1.04,-0.02,權重減少
5904,寶雅國際,177000,177000,0,1.0,0.99,-0.01,權重減少
2884,玉山金融控股,3184000,3184000,0,0.95,0.94,-0.01,權重減少
6138,茂達電子,368000,368000,0,0.84,0.83,-0.01,權重減少
9945,潤泰創新國際,3964000,3964000,0,0.82,0.81,-0.01,權重減少
3227,原相,460000,460000,0,0.76,0.73,-0.03,權重減少
2618,長榮航,956000,956000,0,0.33,0.32,-0.01,權重減少
2330,台積電,308000,276000,-32000,5.81,5.09,-0.72,減少
2059,川湖科技,69000,57000,-12000,5.12,4.49,-0.63,減少
3653,健策,95000,75000,-20000,3.23,2.6,-0.63,減少
7769,鴻勁精密,62000,51000,-11000,3.17,2.57,-0.6,減少
2408,南亞科技,587000,487000,-100000,2.05,1.74,-0.31,減少
6223,旺矽科技,42000,34000,-8000,2.06,1.67,-0.39,減少
9938,台灣百和工業,2103000,1682000,-421000,0.7,0.55,-0.15,減少
2204,中華,1981000,990000,-991000,0.8,0.39,-0.41,減少
9802,鈺齊國際,728000,510000,-218000,0.4,0.28,-0.12,減少
6768,志強國際企業,502000,351000,-151000,0.26,0.18,-0.08,減少
6670,復盛應用科技,122000,61000,-61000,0.25,0.13,-0.12,減少
2345,智邦科技,103000,103000,0,1.93,1.93,0.0,無變化
3037,欣興,195000,195000,0,1.48,1.48,0.0,無變化
3665,貿聯-KY,65000,65000,0,1.2,1.2,0.0,無變化
3293,鈊象電子,164000,164000,0,1.0,1.0,0.0,無變化
4904,遠傳電信,1226000,1226000,0,0.97,0.97,0.0,無變化
4746,台耀化學,2276000,2276000,0,0.94,0.94,0.0,無變化
5434,崇越,198000,198000,0,0.79,0.79,0.0,無變化
