股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2059,川湖,3.28,358000.0,0,0.0,0.0,358000.0,加碼
3661,0,0.0,0.0,世芯-KY,3.55,393000.0,-393000.0,減碼
6669,緯穎,3.79,400000.0,緯穎,4.8,465000.0,-65000.0,減碼
8996,高力,3.79,1674000.0,高力,3.53,1689000.0,-15000.0,減碼
