股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.55,1761000.0
3037,欣興,5.85,2902000.0
2383,台光電,5.3,536000.0
2345,智邦,4.94,1012000.0
6223,旺矽,4.04,339000.0
6669,緯穎,3.79,400000.0
8996,高力,3.79,1674000.0
3105,穩懋,3.59,3433000.0
3443,創意,3.42,360000.0
2059,川湖,3.28,358000.0
