股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
3017,奇鋐,4.84,5191000.0,奇鋐,4.71,5141000.0,50000.0,加碼
6669,緯穎,4.64,2437000.0,緯穎,4.12,2344000.0,93000.0,加碼
