股票代號,股票名稱,權重(%),持有股數
2330,台積電,5.83,279000
3702,大聯大,4.56,5267000
2383,台光電,4.24,89000
3653,健策,4.01,77000
2059,川湖科技,3.94,32000
3706,神達投資控股,3.9,4854000
2454,聯發科技,3.27,96000
2441,超豐,2.9,2890000
2308,台達電,2.8,175000
6669,緯穎科技服務,2.77,45000
3081,聯亞,2.6,84700
7769,鴻勁精密,2.55,50000
3037,欣興,2.27,262000
2408,南亞科技,2.26,479000
2368,金像電,2.22,219000
2382,廣達電腦,2.07,702500
2357,華碩,2.07,238000
9941,裕融企業,2.02,2674000
6515,穎崴科技,1.8,33000
2345,智邦科技,1.79,101000
6223,旺矽科技,1.78,40000
3017,奇鋐科技,1.67,56000
3026,禾伸堂,1.59,246000
2887,台新新光金,1.59,4752360
5534,長虹建設,1.56,2382000
2885,元大金,1.49,2615040
2395,研華,1.48,251000
2886,兆豐金,1.36,3219000
5274,信驊科技,1.26,9000
3665,貿聯-KY,1.23,65000
2360,致茂電子,1.19,70000
2393,億光電子工業,1.18,2056000
2892,第一金融控股,1.12,3651000
2884,玉山金融控股,1.1,3184000
3008,大立光,1.06,16000
2880,華南金控,1.05,2936388
6805,富世達,1.02,51000
2451,創見,1.01,393000
2890,永豐金融,0.98,2734780
4746,台耀化學,0.96,2276000
6274,台燿,0.93,75000
3293,鈊象電子,0.91,144000
2727,王品餐飲,0.82,401000
6138,茂達電子,0.72,284000
5434,崇越,0.72,160000
5904,寶雅國際,0.7,1077000
8210,勤誠興業,0.66,78000
3227,原相,0.6,361000
4904,遠傳電信,0.57,650000
3090,日電貿,0.55,363000
9958,世紀鋼鐵結構,0.54,685000
6121,新 普,0.51,146000
4551,智伸科,0.43,313000
5439,高技,0.37,160000
2618,長榮航,0.35,956000
3711,日月光投資控股,0.2,39000
6435,大中,0.14,65000
9939,宏全國際,0.14,124000
