股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
2454,聯發科技,145000,179000,34000,1.6501,2.1443,0.4942,增加
3665,貿聯-KY,1161000,1161000,0,6.1995,6.3849,0.1854,權重增加
2059,川湖科技,205000,205000,0,6.1891,6.2742,0.0851,權重增加
3037,欣興,2482000,2482000,0,5.8831,6.0534,0.1703,權重增加
8996,高力熱處理工業,1630000,1630000,0,5.632,5.8657,0.2337,權重增加
1815,富喬工業,11420868,11420868,0,3.2976,3.3043,0.0067,權重增加
8021,尖點,2682000,2682000,0,2.9809,2.9884,0.0075,權重增加
3443,創意,164000,164000,0,2.8332,2.9861,0.1529,權重增加
2455,全新,1700000,1700000,0,2.2838,2.3251,0.0413,權重增加
5274,信驊科技,11000,11000,0,0.5127,0.5213,0.0086,權重增加
6213,聯茂,373000,373000,0,0.4551,0.4833,0.0282,權重增加
8150,南茂科技,1957000,1957000,0,0.4444,0.4819,0.0375,權重增加
3653,健策,33000,33000,0,0.4405,0.4568,0.0163,權重增加
2301,光寶科技,659000,659000,0,0.449,0.4546,0.0056,權重增加
2376,技嘉,508000,508000,0,0.4369,0.447,0.0101,權重增加
2360,致茂電子,76000,76000,0,0.4205,0.4315,0.011,權重增加
3711,日月光投資控股,250000,250000,0,0.3853,0.3963,0.011,權重增加
6274,台燿,113000,113000,0,0.374,0.3877,0.0137,權重增加
3017,奇鋐科技,1001000,1001000,0,8.2959,8.1737,-0.1222,權重減少
2330,台積電,1116000,1116000,0,6.6334,6.6178,-0.0156,權重減少
2383,台光電,465000,465000,0,5.4941,5.4425,-0.0516,權重減少
2345,智邦科技,1104000,1104000,0,4.9482,4.8571,-0.0911,權重減少
3008,大立光,293000,293000,0,4.5521,4.4837,-0.0684,權重減少
6223,旺矽科技,268000,268000,0,3.7557,3.5212,-0.2345,權重減少
3231,緯創資通,7245000,7245000,0,3.2647,3.2308,-0.0339,權重減少
1303,南亞,5445000,5445000,0,3.1312,3.1181,-0.0131,權重減少
6584,南俊國際,2231000,2231000,0,3.1049,2.9873,-0.1176,權重減少
8046,南電,968000,968000,0,2.5728,2.4534,-0.1194,權重減少
6669,緯穎科技服務,429675,429675,0,2.2217,2.2089,-0.0128,權重減少
3189,景碩科技,844013,844013,0,1.6967,1.6689,-0.0278,權重減少
4958,臻鼎-KY,1000000,1000000,0,1.1428,1.1238,-0.019,權重減少
6515,穎崴科技,51000,51000,0,0.7929,0.7066,-0.0863,權重減少
3026,禾伸堂,261000,261000,0,0.5026,0.4936,-0.009,權重減少
2357,華碩,196000,196000,0,0.4546,0.4433,-0.0113,權重減少
3081,聯亞,63000,63000,0,0.4384,0.433,-0.0054,權重減少
6139,亞翔,250000,250000,0,0.4427,0.4292,-0.0135,權重減少
2404,漢唐,155000,155000,0,0.4213,0.4188,-0.0025,權重減少
6187,萬潤,134000,134000,0,0.4047,0.3957,-0.009,權重減少
5289,宜鼎國際,99952,99952,0,0.3175,0.3094,-0.0081,權重減少
5347,世界先進,629000,629000,0,0.2614,0.2586,-0.0028,權重減少
