股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
3017,奇鋐,4.04,4351000.0,0,0.0,0.0,4351000.0,加碼
6223,0,0.0,0.0,旺矽,3.88,2054000.0,-2054000.0,減碼
