股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.84,1761000.0
2383,台光電,5.13,537000.0
6669,緯穎,4.37,465000.0
3037,欣興,3.97,2302000.0
3443,創意,3.78,360000.0
3661,世芯-KY,3.63,393000.0
3665,貿聯-KY,3.57,667000.0
2345,智邦,3.53,716000.0
8996,高力,3.5,1689000.0
3105,穩懋,3.31,3433000.0
