股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.77,506000.0
2308,台達電,4.6,347000.0
2383,台光電,3.19,100000.0
2357,華碩,3.17,773000.0
1477,聚陽,2.55,2041000.0
2360,致茂,2.45,172000.0
2618,長榮航,2.29,11135000.0
2382,廣達,2.22,1211000.0
7769,鴻勁,2.21,50000.0
2385,群光,2.17,2867000.0
