股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
2330,台積電,1406000,1406000,0,7.4338,7.4338,0.0,無變化
2383,台光電,563000,563000,0,6.9249,6.9249,0.0,無變化
3017,奇鋐科技,1009000,1009000,0,5.6473,5.6473,0.0,無變化
8996,高力熱處理工業,1630000,1630000,0,5.2286,5.2286,0.0,無變化
6223,旺矽科技,326000,326000,0,5.1745,5.1745,0.0,無變化
2345,智邦科技,977000,977000,0,5.1332,5.1332,0.0,無變化
2059,川湖科技,293000,293000,0,4.8646,4.8646,0.0,無變化
3037,欣興,2097000,2097000,0,4.3189,4.3189,0.0,無變化
3665,貿聯-KY,955000,955000,0,4.2359,4.2359,0.0,無變化
3008,大立光,380000,380000,0,4.1191,4.1191,0.0,無變化
2454,聯發科技,406000,406000,0,3.8486,3.8486,0.0,無變化
2327,國巨*,1566000,1566000,0,3.6375,3.6375,0.0,無變化
3443,創意,311000,311000,0,3.3574,3.3574,0.0,無變化
6584,南俊國際,2204000,2204000,0,3.2277,3.2277,0.0,無變化
6515,穎崴科技,145000,145000,0,3.0473,3.0473,0.0,無變化
6187,萬潤,1220000,1220000,0,2.8608,2.8608,0.0,無變化
2368,金像電,945000,945000,0,2.6236,2.6236,0.0,無變化
8299,群聯電子,445000,445000,0,2.4611,2.4611,0.0,無變化
2455,全新,2753000,2753000,0,2.4178,2.4178,0.0,無變化
3711,日月光投資控股,1629000,1629000,0,2.3532,2.3532,0.0,無變化
3105,穩懋,1949000,1949000,0,2.0609,2.0609,0.0,無變化
3661,世芯-KY,215000,215000,0,2.0594,2.0594,0.0,無變化
8021,尖點,1501000,1501000,0,1.8927,1.8927,0.0,無變化
7751,竑騰,375000,375000,0,1.2319,1.2319,0.0,無變化
3583,辛耘,566000,566000,0,1.0743,1.0743,0.0,無變化
2303,聯電,2000000,2000000,0,0.7875,0.7875,0.0,無變化
3189,景碩科技,440013,440013,0,0.7193,0.7193,0.0,無變化
2337,旺宏,1343000,1343000,0,0.511,0.511,0.0,無變化
6139,亞翔,250000,250000,0,0.4524,0.4524,0.0,無變化
3363,上詮,300000,300000,0,0.4446,0.4446,0.0,無變化
6805,富世達,109000,109000,0,0.4352,0.4352,0.0,無變化
7734,印能科技,56000,56000,0,0.4032,0.4032,0.0,無變化
5289,宜鼎國際,98000,98000,0,0.3891,0.3891,0.0,無變化
3260,威剛科技,358000,358000,0,0.3235,0.3235,0.0,無變化
2360,致茂電子,50000,50000,0,0.2389,0.2389,0.0,無變化
3264,欣銓科技,72000,72000,0,0.0373,0.0373,0.0,無變化
3491,昇達科,1000,1000,0,0.0031,0.0031,0.0,無變化
