股票代號,股票名稱,權重(%),持有股數
2330,台積電,9.454,1967000
5536,聖暉*,9.1294,3716000
2454,聯發科技,6.6756,857000
6139,亞翔,5.1787,3067000
6223,旺矽科技,3.8669,307000
2345,智邦科技,3.7388,794000
4958,臻鼎-KY,3.4669,3147000
2383,台光電,3.3784,326000
3105,穩懋,3.3403,4143000
2360,致茂電子,2.9767,823000
6669,緯穎科技服務,2.9244,297000
2059,川湖科技,2.8884,183000
2303,聯電,2.8352,8921000
6488,環球晶,2.7196,1134000
3491,昇達科,2.3945,967000
6257,矽格,2.2058,4627000
3264,欣銓科技,2.0935,4628000
3017,奇鋐科技,1.845,407000
3583,辛耘,1.6913,1105000
2472,立隆電子工業,1.6028,2342000
2377,微星,1.561,5638000
2467,志聖,1.5488,1439000
3008,大立光,1.5326,199000
1785,光洋科,1.5263,5455000
8016,矽創,1.4996,2185000
2327,國巨*,1.4662,844000
2316,楠梓電,1.4345,3375000
6274,台燿,1.3984,436000
6531,愛普科技,1.253,694000
3711,日月光投資控股,1.2137,996000
3702,大聯大,1.0984,5340000
7769,鴻勁精密,1.0743,91000
8996,高力熱處理工業,0.9677,376000
3036,文曄,0.9312,2269000
6147,頎邦,0.8946,2300000
2368,金像電,0.8655,386000
6278,台表科,0.845,2167000
2376,技嘉,0.6897,1056000
6239,力成科技,0.434,700000
2351,順德,0.3571,900000
6805,富世達,0.3291,121000
2885,元大金,0.2947,2114420
5274,信驊科技,0.2697,9900
2451,創見,0.2529,519000
6187,萬潤,0.1694,91000
3376,新日興,0.1378,359000
6177,達麗,0.0171,194350
3443,創意,0.0085,1000
8046,南電,0.0021,1000
4441,振大環球,0.0014,4000
8358,金居,0.001,1000
1519,華城電機,0.0008,600
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0,1000
2881,富邦金融控股,0.0,250
