股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
3443,創意,3.78,360000.0,0,0.0,0.0,360000.0,加碼
3661,世芯-KY,3.63,393000.0,0,0.0,0.0,393000.0,加碼
6442,0,0.0,0.0,光聖,3.12,785000.0,-785000.0,減碼
8299,0,0.0,0.0,群聯,3.19,711000.0,-711000.0,減碼
