股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2330,台積電,8.49,1728000.0,台積電,8.43,1692000.0,36000.0,加碼
2345,智邦,4.06,797000.0,智邦,4.31,781000.0,16000.0,加碼
2360,致茂,3.82,799000.0,致茂,3.94,785000.0,14000.0,加碼
2383,台光電,5.2,510000.0,台光電,5.34,499000.0,11000.0,加碼
3264,欣銓,4.05,8430000.0,欣銓,4.43,8268000.0,162000.0,加碼
6139,亞翔,3.88,2533000.0,亞翔,3.86,2483000.0,50000.0,加碼
