股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.34,1706000.0
3037,欣興,5.64,2797000.0
2383,台光電,5.48,563000.0
2345,智邦,5.09,977000.0
6669,緯穎,4.36,386000.0
6223,旺矽,3.88,326000.0
2454,聯發科,3.72,406000.0
3017,奇鋐,3.65,634000.0
8996,高力,3.6,1630000.0
2059,川湖,3.36,312000.0
