股票代號,股票名稱,權重(%),持有股數
2330,台積電,6.23,308000
2059,川湖科技,4.52,69000
2383,台光電,3.92,99000
2454,聯發科技,3.83,129000
3711,日月光投資控股,3.3,712000
2308,台達電,3.24,237000
7769,鴻勁精密,3.2,62000
3653,健策,2.73,95000
2368,金像電,1.85,280000
6223,旺矽科技,1.85,42000
2345,智邦科技,1.83,103000
2408,南亞科技,1.77,587000
2887,台新新光金,1.77,5894360
3081,聯亞,1.75,128700
6515,穎崴科技,1.75,36000
2885,元大金,1.66,2926000
2357,華碩,1.64,242000
2886,兆豐金,1.62,3649000
2360,致茂電子,1.54,88000
6669,緯穎科技服務,1.53,34000
2890,永豐金融,1.36,4017780
5534,長虹建設,1.34,2069000
5274,信驊科技,1.33,11000
9938,台灣百和工業,1.3,3414000
9941,裕融企業,1.28,1866000
3037,欣興,1.28,195000
2727,王品餐飲,1.27,647000
2393,億光電子工業,1.26,2419000
2892,第一金融控股,1.21,3940000
2395,研華,1.18,251000
2204,中華,1.17,2641000
3665,貿聯-KY,1.14,65000
2451,創見,1.12,457000
2880,華南金控,1.11,3050800
3017,奇鋐科技,1.08,56000
2382,廣達電腦,1.08,443500
6121,新 普,1.08,366000
4904,遠傳電信,1.07,1226000
3293,鈊象電子,1.06,164000
5904,寶雅國際,1.06,177000
2884,玉山金融控股,1.03,3184000
3702,大聯大,1.01,1079000
3706,神達投資控股,1.01,1387000
6274,台燿,1.01,109000
6805,富世達,1.0,89000
8210,勤誠興業,0.98,112000
4746,台耀化學,0.96,2276000
9939,宏全國際,0.95,886000
5439,高技,0.93,560000
9945,潤泰創新國際,0.89,3964000
6435,大中,0.83,437000
5434,崇越,0.83,198000
6138,茂達電子,0.81,368000
3026,禾伸堂,0.8,213000
9958,世紀鋼鐵結構,0.77,886000
3227,原相,0.74,460000
2441,超豐,0.67,799000
9802,鈺齊國際,0.63,1040000
4551,智伸科,0.54,398000
6670,復盛應用科技,0.5,234000
6782,視陽,0.47,308000
6768,志強國際企業,0.42,738000
3090,日電貿,0.38,363000
2618,長榮航,0.35,956000
9907,統一實,0.28,2221000
