股票代號,股票名稱,權重(%),持有股數
2059,川湖科技,9.021,260000
2330,台積電,7.4683,1306000
3017,奇鋐科技,6.8811,1001000
3037,欣興,6.4243,2482000
2383,台光電,6.0795,465000
3665,貿聯-KY,5.7306,1161000
2345,智邦科技,5.3529,1074000
8996,高力熱處理工業,4.4937,1630000
3008,大立光,4.4473,343000
6223,旺矽科技,3.591,268000
6584,南俊國際,3.1478,2231000
3231,緯創資通,3.0615,7245000
1815,富喬工業,2.8153,10877000
2308,台達電,2.6401,632000
2455,全新,2.5288,2753000
8021,尖點,2.5088,2682000
2454,聯發科技,2.4113,266000
1303,南亞,2.3598,5445000
3443,創意,2.1185,164000
3661,世芯-KY,1.9335,215000
3189,景碩科技,1.6135,844013
6669,緯穎科技服務,1.168,77000
4958,臻鼎-KY,1.0485,1000000
3711,日月光投資控股,1.0205,716000
8046,南電,0.8198,300000
6139,亞翔,0.4562,250000
2301,光寶科技,0.4553,659000
2357,華碩,0.4355,196000
6213,聯茂,0.4333,373000
3081,聯亞,0.4194,63000
2376,技嘉,0.417,508000
8150,南茂科技,0.4132,1957000
3653,健策,0.4096,33000
3026,禾伸堂,0.404,261000
5274,信驊科技,0.4003,11000
2404,漢唐,0.3974,155000
6274,台燿,0.3958,113000
6187,萬潤,0.3887,134000
2360,致茂電子,0.3787,76000
5289,宜鼎國際,0.3704,98000
5347,世界先進,0.2286,629000
