股票代號,股票名稱,權重(%),持有股數
2330,台積電,5.91,279000
3702,大聯大,5.13,5267000
2454,聯發科技,4.11,96000
3653,健策,3.81,77000
2383,台光電,3.72,89000
3706,神達投資控股,3.64,5339400
2059,川湖科技,3.5,32000
2441,超豐,3.15,2890000
2308,台達電,2.8,175000
7769,鴻勁精密,2.56,50000
6669,緯穎科技服務,2.46,134225
3037,欣興,2.28,262000
2408,南亞科技,2.11,479000
3081,聯亞,2.08,84700
2382,廣達電腦,2.07,702500
2368,金像電,1.95,219000
2357,華碩,1.92,238000
6223,旺矽科技,1.88,40000
9941,裕融企業,1.87,2727480
2887,台新新光金,1.78,4752360
3026,禾伸堂,1.66,246000
3017,奇鋐科技,1.63,56000
6515,穎崴科技,1.63,33000
2345,智邦科技,1.59,101000
2885,元大金,1.57,2615040
5274,信驊科技,1.52,9000
5534,長虹建設,1.52,2382000
2395,研華,1.51,251000
2360,致茂電子,1.42,70000
3008,大立光,1.31,24000
3665,貿聯-KY,1.28,65000
2884,玉山金融控股,1.26,3184000
2892,第一金融控股,1.24,3651000
2886,兆豐金,1.18,2700000
2880,華南金控,1.17,2936388
2890,永豐金融,1.07,2734780
6805,富世達,1.05,51000
2451,創見,0.96,393000
4746,台耀化學,0.93,2276000
6274,台燿,0.92,75000
3293,鈊象電子,0.89,144000
2393,億光電子工業,0.79,1439000
5434,崇越,0.73,160000
5904,寶雅國際,0.66,1077000
6138,茂達電子,0.66,284000
2727,王品餐飲,0.62,321000
4904,遠傳電信,0.59,650000
3227,原相,0.57,361000
9958,世紀鋼鐵結構,0.54,685000
3090,日電貿,0.51,363000
6121,新 普,0.47,146000
4551,智伸科,0.42,313000
2618,長榮航,0.34,956000
5439,高技,0.33,160000
