股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
3105,穩懋,3.95,4143000.0,穩懋,3.89,3983000.0,160000.0,加碼
6147,0,0.0,0.0,頎邦,3.13,5916000.0,-5916000.0,減碼
6669,緯穎,3.07,296000.0,0,0.0,0.0,296000.0,加碼
