股票代號,股票名稱,權重(%),持有股數
3017,奇鋐科技,8.119,1001000
2059,川湖科技,6.7603,205000
2330,台積電,6.5109,1116000
2383,台光電,6.0598,465000
3665,貿聯-KY,5.6996,1161000
3037,欣興,5.5861,2482000
2345,智邦科技,5.3489,1074000
8996,高力熱處理工業,4.7935,1630000
3008,大立光,4.6279,293000
6223,旺矽科技,3.4894,268000
3231,緯創資通,3.3849,7245000
1815,富喬工業,3.3534,10877000
6584,南俊國際,3.2751,2231000
2455,全新,3.2645,2753000
1303,南亞,2.9765,5445000
8021,尖點,2.9386,2682000
6669,緯穎科技服務,2.5373,429675
8046,南電,2.4105,968000
3443,創意,2.3083,164000
3661,世芯-KY,2.0599,215000
2308,台達電,1.676,382000
2454,聯發科技,1.6368,145000
3189,景碩科技,1.6273,844013
4958,臻鼎-KY,1.1881,1000000
5274,信驊科技,0.5012,11000
3026,禾伸堂,0.4772,261000
2301,光寶科技,0.4673,659000
2357,華碩,0.4643,196000
3081,聯亞,0.4586,63000
6213,聯茂,0.4538,373000
3653,健策,0.4425,33000
2376,技嘉,0.4391,508000
6139,亞翔,0.4381,250000
6187,萬潤,0.4353,134000
8150,南茂科技,0.4237,1957000
2360,致茂電子,0.4019,76000
2404,漢唐,0.397,155000
6274,台燿,0.3671,113000
5289,宜鼎國際,0.333,99952
5347,世界先進,0.2327,629000
