股票代號,股票名稱,權重(%),持有股數
2059,川湖科技,8.2989,260000
2330,台積電,7.5057,1306000
3017,奇鋐科技,6.8389,1001000
3037,欣興,6.4218,2482000
3665,貿聯-KY,6.2986,1161000
2383,台光電,6.2984,465000
2345,智邦科技,5.2119,1074000
3008,大立光,4.5886,343000
8996,高力熱處理工業,4.2368,1630000
6223,旺矽科技,3.4926,268000
6584,南俊國際,3.1282,2231000
3231,緯創資通,3.0321,7245000
1815,富喬工業,2.905,10877000
2455,全新,2.6654,2753000
2308,台達電,2.6374,632000
8021,尖點,2.5391,2682000
1303,南亞,2.493,5445000
2454,聯發科技,2.404,266000
3443,創意,2.19,164000
3661,世芯-KY,1.897,215000
3189,景碩科技,1.6323,844013
6669,緯穎科技服務,1.1485,77000
4958,臻鼎-KY,1.0516,1000000
3711,日月光投資控股,1.0022,716000
8046,南電,0.8119,300000
6213,聯茂,0.4563,373000
6139,亞翔,0.4542,250000
3081,聯亞,0.4386,63000
2357,華碩,0.4304,196000
3653,健策,0.4245,33000
2376,技嘉,0.4112,508000
2301,光寶科技,0.4101,659000
8150,南茂科技,0.4046,1957000
6274,台燿,0.4028,113000
5274,信驊科技,0.4026,11000
3026,禾伸堂,0.3977,261000
2404,漢唐,0.3918,155000
6187,萬潤,0.3818,134000
2360,致茂電子,0.3805,76000
5289,宜鼎國際,0.3645,98000
5347,世界先進,0.2272,629000
