股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.5706,1706000
2383,台光電,5.8786,563000
2345,智邦科技,5.1756,977000
8996,高力熱處理工業,4.3174,1630000
3037,欣興,4.1818,2097000
2059,川湖科技,3.9637,293000
6223,旺矽科技,3.9356,326000
3665,貿聯-KY,3.921,855000
6669,緯穎科技服務,3.6835,319000
2454,聯發科技,3.6172,406000
3017,奇鋐科技,3.5667,634000
6584,南俊國際,3.0105,2204000
3443,創意,2.8967,311000
2368,金像電,2.8133,945000
6515,穎崴科技,2.6598,145000
2327,國巨*,2.5744,1566000
3661,世芯-KY,2.3916,262000
8299,群聯電子,2.1917,445000
2455,全新,2.1664,2753000
6187,萬潤,2.0568,870000
3105,穩懋,1.9262,1949000
3711,日月光投資控股,1.9256,1629000
2308,台達電,1.698,344000
6274,台燿,1.4818,441000
7769,鴻勁精密,1.4013,91000
8046,南電,1.3061,718000
7751,竑騰,1.1738,375000
5274,信驊科技,1.1125,29000
2360,致茂電子,1.0726,200000
6510,精測,1.0067,129000
3583,辛耘,0.9998,566000
3008,大立光,0.9672,125000
3653,健策,0.8529,102000
3189,景碩科技,0.6723,440013
3363,上詮,0.5444,300000
4991,環宇-KY,0.5278,394000
8021,尖點,0.5044,501000
6805,富世達,0.4521,109000
2337,旺宏,0.4218,1343000
6139,亞翔,0.3984,250000
5289,宜鼎國際,0.3882,98000
7734,印能科技,0.3708,56000
3260,威剛科技,0.3158,358000
3491,昇達科,0.0039,1000
