股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
3017,0,0.0,0.0,奇鋐,3.61,4082000.0,-4082000.0,減碼
6223,旺矽,3.88,2054000.0,旺矽,3.55,1922000.0,132000.0,加碼
6669,緯穎,4.0,2047000.0,0,0.0,0.0,2047000.0,加碼
