股票代號,股票名稱,權重(%),持有股數
2330,台積電,9.6224,1967000
5536,聖暉*,8.7018,3783000
2454,聯發科技,6.6723,871000
6139,亞翔,5.1061,3219000
6669,緯穎科技服務,4.2455,355000
2345,智邦科技,3.7956,814000
2360,致茂電子,3.6589,837000
6223,旺矽科技,3.6555,307000
2383,台光電,3.3377,333000
2059,川湖科技,3.1867,185000
3105,穩懋,3.1229,4226000
4958,臻鼎-KY,3.1126,3178000
6488,環球晶,2.5451,1148000
2303,聯電,2.3834,9087000
3491,昇達科,2.3754,988000
6257,矽格,2.1214,4729000
3008,大立光,2.0774,244000
3264,欣銓科技,2.0497,4780000
3017,奇鋐科技,2.0333,407000
6531,愛普科技,1.8199,1131000
3583,辛耘,1.7665,1133000
2377,微星,1.7477,5731000
2467,志聖,1.6323,1474000
8016,矽創,1.3643,2233000
3702,大聯大,1.3471,5579000
2472,立隆電子工業,1.2922,2383000
3711,日月光投資控股,1.2821,1013000
7769,鴻勁精密,1.1828,93000
6274,台燿,1.1704,448000
2316,楠梓電,1.1164,3460000
2327,國巨*,1.098,844000
1785,光洋科,0.9978,4480000
3036,文曄,0.9929,2344000
5274,信驊科技,0.9452,30900
8996,高力熱處理工業,0.7912,382000
2376,技嘉,0.7755,1066000
6278,台表科,0.7353,2250000
2351,順德,0.579,1733000
3529,力旺電子,0.4704,93000
6239,力成科技,0.4065,700000
2451,創見,0.3,530000
2885,元大金,0.2866,2128420
6187,萬潤,0.196,91000
3231,緯創資通,0.1105,300000
6177,達麗,0.0193,194350
3443,創意,0.0084,1000
6831,邁科科技,0.0052,4000
2368,金像電,0.0037,2000
8046,南電,0.0022,1000
4441,振大環球,0.0014,4000
1519,華城電機,0.0009,600
8358,金居,0.0007,1000
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0001,1000
2881,富邦金融控股,0.0,250
