股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.8758,1794000
2454,聯發科技,6.7572,736000
3105,穩懋,5.486,5709000
6139,亞翔,5.2838,3721000
6669,緯穎科技服務,4.9492,1136225
2059,川湖科技,4.5152,180000
6531,愛普科技,3.829,2040000
3491,昇達科,3.575,1180000
2360,致茂電子,3.4881,820000
6223,旺矽科技,3.4449,307000
3008,大立光,3.0951,252000
4958,臻鼎-KY,3.0668,3158000
2383,台光電,2.979,311000
3017,奇鋐科技,2.4172,372000
2345,智邦科技,2.2805,621000
2395,研華,2.035,1454000
6488,環球晶,2.0262,1089000
2301,光寶科技,1.8319,3230000
2455,全新,1.6745,1537000
2303,聯電,1.5482,5145000
3231,緯創資通,1.3926,3660000
6214,精誠,1.3624,3460000
5274,信驊科技,1.3385,35900
5483,中美晶,1.2762,3437000
2376,技嘉,1.2667,1749000
5425,台半,1.2096,6403000
2428,興勤電子工業,1.1864,2285000
3265,台星科股份有限公司,1.1547,3369000
3711,日月光投資控股,1.1349,906000
6274,台燿,1.1337,421000
3583,辛耘,1.1089,790000
3090,日電貿,1.0778,3302000
6239,力成科技,1.0696,1910000
2467,志聖,1.0588,1000000
2377,微星,1.0525,3372000
2478,大毅,1.0496,4360000
8996,高力熱處理工業,1.0131,382000
6472,保瑞,0.8948,1032000
5536,聖暉*,0.7658,455000
2486,一詮精密,0.7508,1607000
3529,力旺電子,0.5141,93000
8070,長華*,0.3283,3212000
6640,均華,0.3221,141000
6196,帆宣,0.32,304000
6672,騰輝電子-KY,0.3173,530000
2476,鉅祥,0.3123,1281000
2885,元大金,0.3116,2213556
3617,碩天,0.3114,627000
6213,聯茂,0.2827,280000
6446,藥華醫藥,0.1023,42000
6177,達麗,0.0188,194350
3443,創意,0.0132,1000
4441,振大環球,0.0014,4000
1519,華城電機,0.0009,660
8358,金居,0.0009,1000
2886,兆豐金,0.0001,1000
2881,富邦金融控股,0.0,250
