股票代號,股票名稱,權重(%),持有股數
2330,台積電,9.7121,1967000
5536,聖暉*,9.2036,3775000
2454,聯發科技,6.534,869000
6139,亞翔,5.1745,3099000
6223,旺矽科技,3.6952,307000
2345,智邦科技,3.6932,812000
2360,致茂電子,3.4553,837000
4958,臻鼎-KY,3.3141,3178000
2383,台光電,3.2853,332000
6669,緯穎科技服務,3.1039,303000
2059,川湖科技,3.0227,185000
3105,穩懋,2.9394,4226000
6488,環球晶,2.8292,1146000
2303,聯電,2.4979,9065000
3491,昇達科,2.3986,988000
6257,矽格,2.0874,4717000
3264,欣銓科技,2.0565,4780000
3008,大立光,1.9839,243000
3017,奇鋐科技,1.9345,407000
3583,辛耘,1.7363,1130000
2377,微星,1.7115,5722000
2467,志聖,1.5962,1470000
6531,愛普科技,1.5258,868000
2472,立隆電子工業,1.3328,2383000
8016,矽創,1.3146,2228000
3711,日月光投資控股,1.3111,1011000
3702,大聯大,1.2712,5565000
7769,鴻勁精密,1.2384,93000
2327,國巨*,1.1585,844000
6274,台燿,1.131,447000
2316,楠梓電,1.0994,3451000
1785,光洋科,0.9825,4461000
3036,文曄,0.938,2336000
5274,信驊科技,0.8926,30900
6147,頎邦,0.8538,2409000
8996,高力熱處理工業,0.7693,382000
6278,台表科,0.767,2242000
2376,技嘉,0.744,1065000
2351,順德,0.5791,1729000
6239,力成科技,0.39,700000
2885,元大金,0.2673,2128420
2451,創見,0.2551,530000
6187,萬潤,0.186,91000
6177,達麗,0.0189,194350
3443,創意,0.0084,1000
6831,邁科科技,0.0049,4000
8046,南電,0.0024,1000
4441,振大環球,0.0014,4000
1519,華城電機,0.0008,600
8358,金居,0.0008,1000
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0,1000
2881,富邦金融控股,0.0,250
