股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,7.35,557000.0
2308,台達電,4.45,347000.0
2383,台光電,3.32,116000.0
2357,華碩,2.98,758000.0
7769,鴻勁,2.93,73000.0
6669,緯穎,2.81,83000.0
1477,聚陽,2.73,2041000.0
2317,鴻海,2.69,1839000.0
2345,智邦,2.5,169000.0
2382,廣達,2.41,1211000.0
