股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.07,1761000.0
2383,台光電,6.34,636000.0
3037,欣興,5.96,2902000.0
2345,智邦,4.79,1012000.0
6669,緯穎,4.24,400000.0
6223,旺矽,3.93,339000.0
8996,高力,3.55,1674000.0
2454,聯發科,3.46,412000.0
3017,奇鋐,3.38,651000.0
3443,創意,3.27,360000.0
