股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
2330,台積電,1406000,1406000,0,8.9742,9.2679,0.2937,權重增加
3017,奇鋐科技,1002000,1002000,0,6.2834,6.2896,0.0062,權重增加
2059,川湖科技,293000,293000,0,6.1108,6.2725,0.1617,權重增加
2345,智邦科技,1080000,1080000,0,6.1678,6.1806,0.0128,權重增加
3665,貿聯-KY,955000,955000,0,5.9218,5.9803,0.0585,權重增加
3008,大立光,420000,420000,0,4.5855,4.8449,0.2594,權重增加
8996,高力熱處理工業,1630000,1630000,0,4.1342,4.1952,0.061,權重增加
2454,聯發科技,406000,406000,0,3.7678,3.8318,0.064,權重增加
3231,緯創資通,5662000,5662000,0,2.6946,2.8755,0.1809,權重增加
6669,緯穎科技服務,77000,77000,0,1.1457,1.1847,0.039,權重增加
7734,印能科技,56000,56000,0,0.4867,0.5184,0.0317,權重增加
6139,亞翔,250000,250000,0,0.4927,0.5026,0.0099,權重增加
3260,威剛科技,358000,358000,0,0.3698,0.4226,0.0528,權重增加
6805,富世達,109000,109000,0,0.4088,0.4131,0.0043,權重增加
5289,宜鼎國際,98000,98000,0,0.3292,0.3406,0.0114,權重增加
2383,台光電,563000,563000,0,6.9506,6.9162,-0.0344,權重減少
6223,旺矽科技,326000,326000,0,4.7137,4.6787,-0.035,權重減少
3037,欣興,2097000,2097000,0,4.485,4.3227,-0.1623,權重減少
6187,萬潤,1220000,1220000,0,3.2855,3.2533,-0.0322,權重減少
6584,南俊國際,2231000,2231000,0,3.0104,2.9011,-0.1093,權重減少
3711,日月光投資控股,1629000,1629000,0,2.5264,2.4355,-0.0909,權重減少
8021,尖點,2501000,2501000,0,2.461,2.3717,-0.0893,權重減少
2455,全新,2753000,2753000,0,2.3313,2.2477,-0.0836,權重減少
2303,聯電,7000000,7000000,0,2.2241,2.1498,-0.0743,權重減少
3443,創意,211000,211000,0,2.1619,2.0831,-0.0788,權重減少
2327,國巨*,1247000,1247000,0,1.9654,1.8943,-0.0711,權重減少
3661,世芯-KY,215000,215000,0,1.8748,1.8069,-0.0679,權重減少
8299,群聯電子,366000,366000,0,1.6906,1.6613,-0.0293,權重減少
3026,禾伸堂,909000,909000,0,1.341,1.2923,-0.0487,權重減少
6488,環球晶,394000,394000,0,1.0577,1.0199,-0.0378,權重減少
7751,竑騰,310000,310000,0,1.0283,0.9938,-0.0345,權重減少
3189,景碩科技,440013,440013,0,0.7871,0.7593,-0.0278,權重減少
6515,穎崴科技,42000,42000,0,0.6978,0.6814,-0.0164,權重減少
3363,上詮,300000,300000,0,0.4526,0.4364,-0.0162,權重減少
2337,旺宏,1343000,1343000,0,0.4248,0.4104,-0.0144,權重減少
3583,辛耘,147000,147000,0,0.2827,0.2748,-0.0079,權重減少
3264,欣銓科技,72000,72000,0,0.0373,0.036,-0.0013,權重減少
3491,昇達科,1000,1000,0,0.003,0.003,0.0,無變化
