股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,6.99,493000.0
2308,台達電,5.12,347000.0
2357,華碩,3.22,753000.0
2383,台光電,3.03,97000.0
2360,致茂,2.67,168000.0
1477,聚陽,2.67,1988000.0
7769,鴻勁,2.38,50000.0
2618,長榮航,2.37,10845000.0
2385,群光,2.28,2792000.0
2382,廣達,2.25,1179000.0
