股票代號,股票名稱,權重(%),持有股數
5536,聖暉*,9.6562,3716000
2330,台積電,8.7393,1967000
2454,聯發科,6.5329,857000
6139,亞翔,5.2834,3067000
6223,旺矽,4.1171,307000
2345,智邦,3.9461,794000
2383,台光電,3.6017,326000
4958,臻鼎-KY,3.5055,3147000
2360,致茂,3.3873,823000
3105,穩懋,3.0942,4143000
6669,緯穎,2.8415,297000
2303,聯電,2.7639,8921000
2059,川湖,2.6603,183000
6488,環球晶,2.5861,1134000
3491,昇達科,2.3546,967000
6257,矽格,2.1398,4627000
3264,欣銓,2.0772,4628000
3017,奇鋐,2.0412,407000
2472,立隆電,1.8087,2342000
3583,辛耘,1.7087,1105000
2467,志聖,1.6081,1439000
2327,國巨*,1.6027,844000
1785,光洋科,1.5463,5455000
3008,大立光,1.5296,199000
2377,微星,1.465,5638000
6274,台燿,1.4182,436000
2316,楠梓電,1.3584,3375000
8016,矽創,1.3261,2185000
6531,愛普*,1.2447,694000
3711,日月光投控,1.2343,996000
7769,鴻勁,1.1352,91000
3702,大聯大,1.0674,5340000
8996,高力,0.9428,376000
2368,金像電,0.9153,386000
3036,文曄,0.9132,2269000
6147,頎邦,0.9006,2300000
6278,台表科,0.8348,2167000
2376,技嘉,0.6495,1056000
6239,力成,0.4299,700000
6805,富世達,0.3584,121000
2351,順德,0.3393,900000
5274,信驊,0.2823,9000
2885,元大金,0.2582,2114420
2451,創見,0.248,519000
6187,萬潤,0.1703,91000
3376,新日興,0.1334,359000
6177,達麗,0.016,194350
3443,創意,0.0091,1000
8046,南電,0.0021,1000
4441,振大環球,0.0013,4000
8358,金居,0.001,1000
1519,華城,0.0008,600
3706,神達,0.0002,1400
2886,兆豐金,0.0,1000
2881,富邦金,0.0,250
