股票代號,股票名稱,權重(%),持有股數
2330,台積電,7.9081,1406000
2383,台光電,7.0157,563000
2059,川湖科技,6.7447,293000
3017,奇鋐科技,6.316,1002000
2345,智邦科技,6.0745,1080000
3037,欣興,5.5936,2497000
3665,貿聯-KY,5.5259,991000
3008,大立光,5.4902,520000
6223,旺矽科技,4.663,326000
8996,高力熱處理工業,4.0703,1630000
2454,聯發科技,3.8043,406000
3231,緯創資通,3.6222,7662000
6187,萬潤,3.2239,1220000
6584,南俊國際,2.5718,2231000
8021,尖點,2.3677,2501000
2455,全新,2.356,2753000
3711,日月光投資控股,2.3103,1629000
1303,南亞,2.2507,5445000
3443,創意,2.1203,211000
3661,世芯-KY,1.767,215000
8299,群聯電子,1.6149,366000
2308,台達電,1.1782,300000
6669,緯穎科技服務,1.1583,77000
4958,臻鼎-KY,1.0764,1000000
7751,竑騰,1.0258,310000
6488,環球晶,0.9093,394000
3189,景碩科技,0.8182,440013
6515,穎崴科技,0.6694,42000
7734,印能科技,0.5009,56000
6139,亞翔,0.4763,250000
6805,富世達,0.4201,109000
2337,旺宏,0.3907,1343000
3260,威剛科技,0.3458,358000
1815,富喬工業,0.345,1777000
5289,宜鼎國際,0.3361,98000
3583,辛耘,0.2491,147000
5347,世界先進,0.2356,629000
3264,欣銓科技,0.0337,72000
