股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.06,1761000.0
2383,台光電,6.26,636000.0
3037,欣興,5.92,2902000.0
2345,智邦,4.93,1012000.0
6669,緯穎,4.29,400000.0
6223,旺矽,3.74,339000.0
2454,聯發科,3.65,412000.0
3017,奇鋐,3.52,651000.0
8996,高力,3.4,1674000.0
2059,川湖,3.27,323000.0
