股票代號,股票名稱,權重(%),持有股數
2330,台積電,10.11,11960000
2383,台光電,7.83,4486000
2454,聯發科技,6.55,4263000
2345,智邦科技,5.63,6334000
2308,台達電,5.4,6572000
6669,緯穎科技服務,5.04,2492000
2327,國巨*,5.03,18313000
3017,奇鋐科技,4.82,5191000
6223,旺矽科技,4.47,2169000
3037,欣興,4.16,12466000
3665,貿聯-KY,3.7,4703848
3711,日月光投資控股,3.7,17948000
2368,金像電,3.65,7769000
2303,聯電,3.37,71690000
8046,南電,3.27,10828000
3653,健策,2.93,2267000
5274,信驊科技,2.64,422000
6274,台燿,2.53,4400000
6515,穎崴科技,1.33,442000
6805,富世達,1.23,1761000
6510,精測,1.1,930000
8210,勤誠興業,1.06,2167000
2382,廣達電腦,0.76,5441000
2317,鴻海精密工業,0.74,7307000
3533,嘉澤端子工業,0.72,852000
6147,頎邦,0.56,5775000
6187,萬潤,0.53,1334000
2404,漢唐,0.52,1200000
5439,高技,0.46,3528000
4966,譜瑞-KY,0.43,1642000
8996,高力熱處理工業,0.42,1034000
2449,京元電子,0.4,3645000
8150,南茂科技,0.4,11635000
6278,台表科,0.28,3734000
3443,創意,0.26,167000
1590,亞德客-KY,0.25,530000
8358,金居,0.21,980000
3376,新日興,0.15,1741000
6191,精成科,0.14,3988000
6271,同欣電,0.06,686000
2002,中鋼,0.04,5163000
2313,華通,0.03,329000
1319,東陽,0.02,511000
3264,欣銓科技,0.0,1000
3661,世芯-KY,0.0,1000
1815,富喬工業,0.0,107000
2439,美律,0.0,18000
3008,大立光,0.0,1000
5347,世界先進,0.0,1000
2481,強茂,0.0,5000
