股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2059,川湖,3.47,358000.0,0,0.0,0.0,358000.0,加碼
2345,智邦,4.58,916000.0,智邦,3.66,716000.0,200000.0,加碼
6223,0,0.0,0.0,旺矽,3.48,289000.0,-289000.0,減碼
