股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.3694,1794000
6669,緯穎科技服務,6.9078,1391225
2454,聯發科技,6.2902,736000
6139,亞翔,5.3727,3771000
3105,穩懋,4.9676,5709000
2059,川湖科技,4.9099,183000
3008,大立光,3.6385,254000
3491,昇達科,3.4377,1180000
2383,台光電,3.3019,315000
2360,致茂電子,3.2616,830000
6223,旺矽科技,3.0635,307000
6531,愛普科技,2.9274,1660000
4958,臻鼎-KY,2.8304,3158000
3017,奇鋐科技,2.5846,374000
2345,智邦科技,2.5244,621000
6488,環球晶,2.0889,1100000
2395,研華,2.0177,1466000
2301,光寶科技,1.9424,3258000
2455,全新,1.5873,1553000
3583,辛耘,1.5759,1145000
3231,緯創資通,1.4196,3704000
2377,微星,1.3511,4322000
2303,聯電,1.3098,5205000
6214,精誠,1.2546,3494000
2376,技嘉,1.239,1773000
5483,中美晶,1.2365,3481000
5274,信驊科技,1.214,35900
3265,台星科股份有限公司,1.1678,3418000
2467,志聖,1.1672,1000000
2428,興勤電子工業,1.1666,2318000
5425,台半,1.159,6445000
3090,日電貿,1.1432,3346000
6274,台燿,1.1309,428000
2478,大毅,1.0733,4418000
3711,日月光投資控股,1.0722,942000
6239,力成科技,1.0223,1910000
8996,高力熱處理工業,0.9613,382000
6472,保瑞,0.831,1032000
2486,一詮精密,0.7963,1607000
5536,聖暉*,0.7513,455000
3529,力旺電子,0.4293,93000
6196,帆宣,0.3046,305000
2476,鉅祥,0.3009,1285000
6672,騰輝電子-KY,0.3004,537000
2885,元大金,0.299,2213556
6640,均華,0.2782,115000
3617,碩天,0.2779,579000
8070,長華*,0.2744,2807000
6446,藥華醫藥,0.1065,42000
6177,達麗,0.0185,194350
3443,創意,0.0112,1000
4441,振大環球,0.0013,4000
1519,華城電機,0.0009,660
8358,金居,0.0009,1000
2881,富邦金融控股,0.0,250
2886,兆豐金,0.0,1000
