股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2330,台積電,9.68,11657000.0,台積電,9.23,11359000.0,298000.0,加碼
2368,0,0.0,0.0,金像電,4.2,8260000.0,-8260000.0,減碼
2454,聯發科,5.57,4263000.0,聯發科,6.29,4463000.0,-200000.0,減碼
3017,奇鋐,4.65,4813000.0,奇鋐,4.04,4351000.0,462000.0,加碼
6223,旺矽,4.64,2169000.0,0,0.0,0.0,2169000.0,加碼
6669,緯穎,4.79,2294000.0,緯穎,3.97,2047000.0,247000.0,加碼
