股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.2938,1406000
2383,台光電,6.9756,563000
2059,川湖科技,5.7234,293000
2345,智邦科技,5.6805,977000
3017,奇鋐科技,5.4275,1009000
6223,旺矽科技,5.2331,326000
8996,高力熱處理工業,4.8864,1630000
3037,欣興,4.5779,2097000
3008,大立光,4.4118,420000
3665,貿聯-KY,4.3058,955000
2327,國巨*,4.0756,2066000
2454,聯發科技,3.7543,406000
6584,南俊國際,3.5921,2231000
6187,萬潤,3.0526,1220000
3711,日月光投資控股,2.6386,1629000
2303,聯電,2.5976,7000000
8299,群聯電子,2.3345,445000
2455,全新,2.1896,2753000
3443,創意,2.1781,211000
3661,世芯-KY,2.1492,215000
6515,穎崴科技,2.1395,120000
6182,合晶,2.0615,4500000
8021,尖點,1.8434,1501000
6488,環球晶,1.4145,394000
7751,竑騰,1.1331,372000
3583,辛耘,1.0864,566000
3189,景碩科技,0.8712,440013
6139,亞翔,0.5336,250000
2337,旺宏,0.448,1343000
3363,上詮,0.4358,300000
7734,印能科技,0.375,56000
6805,富世達,0.3715,109000
5289,宜鼎國際,0.3589,98000
3260,威剛科技,0.3505,358000
3264,欣銓科技,0.0391,72000
3491,昇達科,0.003,1000
