股票代號,股票名稱,權重(%),持有股數
2330,台積電,5.71,279000
2383,台光電,4.16,89000
2059,川湖科技,3.97,32000
3653,健策,3.42,77000
2454,聯發科技,3.11,96000
3706,神達投資控股,2.72,3428000
7769,鴻勁精密,2.69,50000
2308,台達電,2.62,175000
3702,大聯大,2.53,2649000
2886,兆豐金,2.41,5964000
6669,緯穎科技服務,2.17,40000
3037,欣興,2.1,227000
2408,南亞科技,2.07,479000
2892,第一金融控股,2.04,7045000
3081,聯亞,2.02,84700
6223,旺矽科技,1.92,40000
2357,華碩,1.89,238000
2345,智邦科技,1.8,101000
2368,金像電,1.79,219000
6515,穎崴科技,1.75,33000
9941,裕融企業,1.75,2371000
2880,華南金控,1.74,5156388
2382,廣達電腦,1.68,598500
2441,超豐,1.68,1715000
3711,日月光投資控股,1.67,328000
5534,長虹建設,1.65,2382000
2887,台新新光金,1.49,4752360
2395,研華,1.42,251000
2885,元大金,1.41,2615040
6805,富世達,1.4,95000
3017,奇鋐科技,1.38,56000
2360,致茂電子,1.25,70000
2727,王品餐飲,1.18,582000
3026,禾伸堂,1.18,213000
5274,信驊科技,1.17,9000
2393,億光電子工業,1.16,2056000
3665,貿聯-KY,1.15,65000
2890,永豐金融,1.07,3202780
2451,創見,1.07,393000
2884,玉山金融控股,1.05,3184000
5904,寶雅國際,0.99,1509000
4746,台耀化學,0.98,2276000
6121,新 普,0.95,282000
6274,台燿,0.94,75000
4904,遠傳電信,0.93,1059000
3293,鈊象電子,0.89,144000
5439,高技,0.88,428000
6435,大中,0.81,371000
3008,大立光,0.74,16000
5434,崇越,0.72,160000
9939,宏全國際,0.72,620000
9945,潤泰創新國際,0.69,2775000
6138,茂達電子,0.67,284000
8210,勤誠興業,0.65,78000
3227,原相,0.6,361000
9958,世紀鋼鐵結構,0.57,685000
3090,日電貿,0.51,363000
4551,智伸科,0.42,313000
2618,長榮航,0.35,956000
