股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.4255,1794000
6669,緯穎科技服務,7.1263,510000
6139,亞翔,5.7454,3820000
2454,聯發科技,5.7384,742000
2059,川湖科技,5.1341,185000
3105,穩懋,4.8639,5709000
3008,大立光,3.51,256000
3491,昇達科,3.4579,1180000
2383,台光電,3.3987,319000
2360,致茂電子,3.2845,842000
2345,智邦科技,2.9981,727000
6223,旺矽科技,2.9968,307000
4958,臻鼎-KY,2.9635,3178000
6531,愛普科技,2.8659,1650000
3017,奇鋐科技,2.4648,378000
6488,環球晶,2.1014,1114000
2301,光寶科技,2.0235,3284000
2395,研華,1.9189,1478000
3583,辛耘,1.6832,1158000
2303,聯電,1.3295,5270000
2455,全新,1.3215,1569000
5483,中美晶,1.2549,3524000
3265,台星科股份有限公司,1.2537,3464000
6274,台燿,1.252,433000
2377,微星,1.2311,4375000
6214,精誠,1.2273,3494000
2376,技嘉,1.2164,1796000
5425,台半,1.2118,6484000
2428,興勤電子工業,1.1948,2350000
2467,志聖,1.1838,1000000
3231,緯創資通,1.1828,3424000
3711,日月光投資控股,1.1521,956000
3090,日電貿,1.144,3388000
2478,大毅,1.1246,4475000
5274,信驊科技,1.0889,35900
6239,力成科技,1.0638,1910000
8996,高力熱處理工業,0.9378,382000
6472,保瑞,0.8712,1032000
2486,一詮精密,0.8139,1607000
5536,聖暉*,0.7758,459000
3529,力旺電子,0.4584,93000
2476,鉅祥,0.3168,1301000
6672,騰輝電子-KY,0.3056,544000
6196,帆宣,0.2953,309000
8070,長華*,0.2854,2862000
3617,碩天,0.283,599000
2885,元大金,0.2749,2213556
6446,藥華醫藥,0.1259,42000
6177,達麗,0.0179,194350
3443,創意,0.0116,1000
8046,南電,0.0024,1000
4441,振大環球,0.0013,4000
8358,金居,0.001,1000
1519,華城電機,0.0009,660
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0,1000
2881,富邦金融控股,0.0,250
