股票代號,股票名稱_今日,投資比例(%)_今日,持有股數_今日,股票名稱_昨日,投資比例(%)_昨日,持有股數_昨日,股數變化,變化
2059,川湖,3.36,312000.0,川湖,3.26,315000.0,-3000.0,減碼
2330,台積電,8.34,1706000.0,台積電,8.36,1722000.0,-16000.0,減碼
2345,智邦,5.09,977000.0,智邦,4.88,987000.0,-10000.0,減碼
2383,台光電,5.48,563000.0,台光電,6.18,623000.0,-60000.0,減碼
3017,奇鋐,3.65,634000.0,奇鋐,3.52,639000.0,-5000.0,減碼
3037,欣興,5.64,2797000.0,欣興,5.63,2828000.0,-31000.0,減碼
6223,旺矽,3.88,326000.0,旺矽,3.71,330000.0,-4000.0,減碼
6669,緯穎,4.36,386000.0,緯穎,4.36,390000.0,-4000.0,減碼
