股票代號,股票名稱,投資比例(%),持有股數
2330,台積電,8.49,1728000.0
5536,聖暉*,6.46,3502000.0
6669,緯穎,5.73,513000.0
2383,台光電,5.2,510000.0
2454,聯發科,4.46,573000.0
3105,穩懋,4.35,4118000.0
2345,智邦,4.06,797000.0
3264,欣銓,4.05,8430000.0
6139,亞翔,3.88,2533000.0
2360,致茂,3.82,799000.0
