股票代號,股票名稱,權重(%),持有股數
2330,台積電,8.6764,1706000
2383,台光電,6.2428,563000
8996,高力熱處理工業,5.2659,1630000
2345,智邦科技,5.198,977000
3017,奇鋐科技,5.0885,1009000
6223,旺矽科技,4.4629,326000
3037,欣興,4.418,2097000
3665,貿聯-KY,4.2562,955000
2059,川湖科技,4.1361,293000
2454,聯發科技,3.8613,406000
3443,創意,3.3656,311000
2327,國巨*,3.2859,1566000
6187,萬潤,3.0047,1220000
6515,穎崴科技,2.9219,145000
6584,南俊國際,2.881,2204000
3008,大立光,2.8525,260000
2368,金像電,2.7607,945000
2455,全新,2.5126,2753000
3661,世芯-KY,2.4135,262000
8299,群聯電子,2.211,445000
3105,穩懋,2.157,1949000
3711,日月光投資控股,2.0668,1629000
3653,健策,1.8207,214000
8021,尖點,1.7348,1501000
2308,台達電,1.5808,344000
7769,鴻勁精密,1.4223,91000
7751,竑騰,1.1635,375000
3583,辛耘,0.9981,566000
3189,景碩科技,0.6624,440013
2303,聯電,0.597,2000000
2337,旺宏,0.4625,1343000
3363,上詮,0.4382,300000
6139,亞翔,0.4296,250000
7734,印能科技,0.4,56000
6805,富世達,0.3986,109000
5289,宜鼎國際,0.3876,98000
3260,威剛科技,0.3175,358000
2360,致茂電子,0.2377,50000
3264,欣銓科技,0.0324,72000
3491,昇達科,0.0033,1000
