股票代號,股票名稱,權重(%),持有股數
2330,台積電,7.77,1406000
2383,台光電,6.9871,563000
2345,智邦,5.4915,977000
3017,奇鋐,5.3735,1009000
8996,高力,5.2738,1630000
6223,旺矽,5.0044,326000
2059,川湖,4.8368,293000
3037,欣興,4.8286,2097000
3008,大立光,4.2359,380000
3665,貿聯-KY,4.1837,955000
2327,國巨*,3.7538,1566000
6584,南俊國際,3.7303,2231000
2454,聯發科,3.7203,406000
3443,創意,3.2464,311000
6187,萬潤,3.0973,1220000
6515,穎崴,2.8046,145000
2303,聯電,2.7112,7000000
3711,日月光投控,2.4314,1629000
8299,群聯,2.4276,445000
2455,全新,2.2625,2753000
2368,金像電,2.0937,745000
3661,世芯-KY,1.965,215000
8021,尖點,1.8965,1501000
7751,竑騰,1.186,372000
3583,辛耘,1.0854,566000
3105,穩懋,0.9673,966000
3189,景碩,0.8282,440013
6182,合晶,0.5644,2000000
6139,亞翔,0.5183,250000
2337,旺宏,0.5154,1343000
6805,富世達,0.4221,109000
3363,上詮,0.4073,300000
7734,印能科技,0.4027,56000
5289,宜鼎,0.3714,98000
3260,威剛,0.336,358000
2360,致茂,0.2403,50000
3264,欣銓,0.0364,72000
3491,昇達科,0.0029,1000
