股票代號,股票名稱,權重(%),持有股數
2330,台積電,9.6075,1967000
5536,聖暉*,9.0671,3729000
2454,聯發科技,6.1887,861000
6139,亞翔,5.2267,3067000
6223,旺矽科技,3.6668,307000
2345,智邦科技,3.5573,798000
4958,臻鼎-KY,3.497,3147000
2360,致茂電子,3.2474,823000
2383,台光電,3.135,327000
2059,川湖科技,3.0796,183000
6488,環球晶,3.0071,1137000
3105,穩懋,2.9381,4143000
6669,緯穎科技服務,2.9365,298000
3491,昇達科,2.7947,967000
2303,聯電,2.7495,8952000
6257,矽格,2.126,4647000
3264,欣銓科技,2.1124,4628000
3008,大立光,2.0612,241000
3017,奇鋐科技,1.9098,407000
3583,辛耘,1.7701,1111000
2467,志聖,1.7209,1446000
2377,微星,1.7058,5652000
6531,愛普科技,1.5057,862000
2472,立隆電子工業,1.4386,2342000
8016,矽創,1.3377,2193000
3711,日月光投資控股,1.3096,1000000
3702,大聯大,1.2782,5473000
2327,國巨*,1.2583,844000
7769,鴻勁精密,1.1781,91000
2316,楠梓電,1.1525,3388000
6274,台燿,1.093,438000
1785,光洋科,0.9971,4349000
3036,文曄,0.9178,2283000
6147,頎邦,0.8756,2300000
8996,高力熱處理工業,0.814,376000
2368,金像電,0.7671,388000
6278,台表科,0.7645,2179000
2376,技嘉,0.7334,1058000
2351,順德,0.6276,1706000
6239,力成科技,0.4299,700000
5274,信驊科技,0.3563,12900
2885,元大金,0.2931,2114420
2451,創見,0.2546,519000
6187,萬潤,0.1892,91000
6177,達麗,0.0196,194350
3443,創意,0.0081,1000
8046,南電,0.0024,1000
4441,振大環球,0.0014,4000
1519,華城電機,0.0008,600
8358,金居,0.0008,1000
3706,神達投資控股,0.0002,1400
2886,兆豐金,0.0001,1000
2881,富邦金融控股,0.0,250
