股票代號,股票名稱,權重(%),持有股數
2059,川湖科技,8.2752,293000
2330,台積電,7.9386,1406000
3017,奇鋐科技,6.5727,1002000
3665,貿聯-KY,6.032,1161000
3037,欣興,5.8764,2497000
2383,台光電,5.8482,466000
2345,智邦科技,5.5471,1080000
3008,大立光,4.3841,420000
8996,高力熱處理工業,4.157,1630000
6223,旺矽科技,3.884,263000
2454,聯發科技,3.8142,406000
3231,緯創資通,3.5082,7662000
8021,尖點,2.7646,2682000
6584,南俊國際,2.7628,2231000
2455,全新,2.5112,2753000
3711,日月光投資控股,2.4347,1629000
1303,南亞,2.3897,5445000
1815,富喬工業,2.2991,10877000
6187,萬潤,2.0713,801000
3661,世芯-KY,1.9382,215000
3443,創意,1.7195,160000
3189,景碩科技,1.666,840013
2308,台達電,1.2917,300000
4958,臻鼎-KY,1.1162,1000000
6669,緯穎科技服務,1.0978,77000
7751,竑騰,0.8474,257000
6515,穎崴科技,0.6805,42000
6139,亞翔,0.4792,250000
7734,印能科技,0.459,56000
6805,富世達,0.4538,109000
2337,旺宏,0.4253,1343000
3260,威剛科技,0.349,358000
5289,宜鼎國際,0.3406,98000
3583,辛耘,0.2427,147000
5347,世界先進,0.235,629000
3264,欣銓科技,0.038,72000
